policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
RMF-035,NIST_AI_RMF,Design,high,Requirements Analysis,Privacy values guiding AI design choices is a design and requirements principle.,"Designers, developers, deployers","Privacy values such as anonymity, confidentiality, and control generally should guide choices for AI system design, development, and deployment.","3.6 Privacy-Enhanced; NIST Privacy Framework; Page 16"
RMF-036,NIST_AI_RMF,Design,high,Implementation,Using PETs and data minimization methods in AI systems is primarily a design-time decision.,"Developers","Privacy-enhancing technologies for AI, as well as data minimizing methods such as de-identification and aggregation for certain model outputs, can support design for privacy-enhanced AI systems.","3.6 Privacy-Enhanced; Page 16"
RMF-037,NIST_AI_RMF,Maintenance,high,,Periodically evaluating whether the AI RMF has improved risk management is an ongoing maintenance/review activity.,"Organizations","Organizations and other users of the Framework are encouraged to periodically evaluate whether the AI RMF has improved their ability to manage AI risks, including but not limited to their policies, processes, practices, implementation plans, indicators, measurements, and expected outcomes.","4. EffectivenessoftheAI RMF; Page 19"
RMF-038,NIST_AI_RMF,Not Applicable,high,,This is a meta-description of the AI RMF Core structure, not a software development activity.,"","The AIRMF Core provides outcomes and actions that enable dialogue, understanding, and activities to manage AI risks and responsibly develop trustworthy AI systems.","5. AI RMF Core; Page 20"
RMF-039,NIST_AI_RMF,Not Applicable,high,,This describes how to apply the framework functions, which is administrative guidance.,"","Framework users may apply these functions as best suits their needs for managing AI risks based on their resources and capabilities.","5. AI RMF Core; Page 20"
RMF-040,NIST_AI_RMF,Not Applicable,high,,This describes the framework's structural flexibility, which is administrative guidance.,"","Assuming a governance structure is in place, functions may be performed in any order across the AI lifecycle as deemed to add value by a user of the framework.","5. AI RMF Core; Page 20"
RMF-041,NIST_AI_RMF,Planning,high,,Cultivating a culture of risk management within organizations is a planning/governance activity.,"Organizations designing, developing, deploying, evaluating, or acquiring AI systems","Cultivates and implements a culture of risk management within organizations designing, developing, deploying, evaluating, or acquiring AI systems.","5.1 Govern; Page 21"
RMF-042,NIST_AI_RMF,Planning,high,,Outlining processes to identify and manage AI risks is a planning and governance activity.,"Organizations","Outlines processes, documents, and organizational schemes that anticipate, identify, and manage the risks a system can pose, including to users and others across society.","5.1 Govern; Page 21"
RMF-043,NIST_AI_RMF,Planning,high,,Incorporating processes to assess potential impacts is a planning activity.,"Organizations","Incorporates processes to assess potential impacts.","5.1 Govern; Page 21"
RMF-044,NIST_AI_RMF,Planning,high,,Providing structure for AI risk management to align with organizational priorities is a governance and planning activity.,"Organizations","Provides a structure by which AI risk management functions can align with organizational principles, policies, and strategic priorities.","5.1 Govern; Page 21"
RMF-045,NIST_AI_RMF,Planning,high,,Connecting technical design decisions to organizational values is a planning and governance concern.,"Organizations","Connects technical aspects of AI system design and development to organizational values and principles, and enables organizational practices and competencies for the individuals involved.","5.1 Govern; Page 21"
RMF-046,NIST_AI_RMF,Planning,high,Maintenance,Addressing full product lifecycle and third-party software/hardware issues is a planning concern.,"Organizations","Addresses full product lifecycle and associated processes, including legal and other issues concerning use of third-party software or hardware systems and data.","5.1 Govern; Page 21"
RMF-047,NIST_AI_RMF,Planning,high,,GOVERN 1.1 establishes legal/regulatory AI risk policies and processes as a planning/governance activity.,"Organizations","GOVERN 1.1: Legal and regulatory requirements involving AI Policies, processes, procedures, and practices across the organization related to the mapping, measuring, and managing of AI risks are in place, understood, managed, and documented.","Table 1; 5.1 Govern; Page 22"
RMF-048,NIST_AI_RMF,Planning,high,,GOVERN 1.2 integrates trustworthy AI characteristics into organizational policies, a planning/governance activity.,"Organizations","GOVERN 1.2: The characteristics of trustworthy AI are integrated into organizational policies, processes, procedures, and practices.","Table 1; 5.1 Govern; Page 22"
RMF-049,NIST_AI_RMF,Planning,high,,GOVERN 1.3 determines the needed level of risk management activities based on risk tolerance, a planning activity.,"Organizations","GOVERN 1.3: Processes, procedures, and practices are in place to determine the needed level of risk management activities based on the organization's risk tolerance.","Table 1; 5.1 Govern; Page 22"
RMF-050,NIST_AI_RMF,Planning,high,,GOVERN 1.4 establishes transparent risk management processes based on organizational risk priorities.,"Organizations","GOVERN 1.4: The risk management process and its outcomes are established through transparent policies, procedures, and other controls based on organizational risk priorities.","Table 1; 5.1 Govern; Page 22"
RMF-051,NIST_AI_RMF,Maintenance,high,Planning,GOVERN 1.5 plans ongoing monitoring and periodic review of the risk management process.,"Organizations","GOVERN 1.5: Ongoing monitoring and periodic review of the risk management process and its outcomes are planned and organizational roles and responsibilities clearly defined, including determining the frequency of periodic review.","Table 1; 5.1 Govern; Page 27"
